Area_Rain,WORKYEAR,NIDO,DATE,Time0,Time,Event,BroodReduction,HatchAsync,PROPORTIONALRANK
0.15950691997449,1994,94-933,1994-04-28,5,6,0,0,7,0.282741725
0.09912141177842577,1994,94-933,1994-05-05,6,7,0,0,7,0.282741725
0.11476625037172009,1994,94-933,1994-05-12,7,8,0,0,7,0.282741725
0.11503163307397957,1994,94-933,1994-05-19,8,9,0,0,7,0.282741725
0.09742013803024778,1994,94-933,1994-05-23,9,10,0,0,7,0.282741725
0.22905438814367718,1995,95-265,1995-04-14,1,2,0,0,3,0.037013803
0.2612691434948981,1995,95-265,1995-04-21,2,3,0,0,3,0.037013803
0.2612691434948981,1995,95-265,1995-04-28,3,4,0,0,3,0.037013803
0.2612691434948981,1995,95-265,1995-05-05,4,5,0,0,3,0.037013803
0.20025417396137032,1995,95-265,1995-05-12,5,6,0,0,3,0.037013803
0.12186983055758026,1995,95-265,1995-05-19,6,7,0,0,3,0.037013803
0.085989008899417,1995,95-265,1995-05-26,7,8,0,0,3,0.037013803
0.07501996236516044,1995,95-265,1995-06-02,8,9,0,0,3,0.037013803
0.035301259690233296,1995,95-265,1995-06-06,9,10,0,0,3,0.037013803
0.4889036183863784,1993,93-145,1993-04-09,1,2,0,0,6,0.248382926
0.4176743379300293,1993,93-145,1993-04-16,2,3,0,0,6,0.248382926
0.37975806936588935,1993,93-145,1993-04-23,3,4,0,1,6,0.248382926
0.3798738250145774,1993,93-145,1993-04-30,4,5,1,0,6,0.248382926
0.3558341737645773,1993,93-145,1993-05-07,5,6,1,0,6,0.248382926
0.2605917292310496,1993,93-145,1993-05-14,6,7,1,0,6,0.248382926
0.07943186595845482,1993,93-145,1993-05-21,7,8,1,0,6,0.248382926
0.0925000918112245,1993,93-145,1993-05-28,8,9,1,0,6,0.248382926
0.0925000918112245,1993,93-145,1993-06-01,9,10,1,1,6,0.248382926
0.12188639583409265,2000,00-554,2000-03-08,1,2,0,0,3,0.6725061
0.12376583960231421,2000,00-554,2000-03-15,2,3,0,0,3,0.6725061
0.12424712490114803,2000,00-554,2000-03-22,3,4,0,0,3,0.6725061
0.11659615394633747,2000,00-554,2000-03-29,4,5,0,0,3,0.6725061
0.15644608047694972,2000,00-554,2000-04-05,5,6,0,0,3,0.6725061
0.15644608047694972,2000,00-554,2000-04-12,6,7,0,0,3,0.6725061
0.08046389914723036,2000,00-554,2000-04-19,7,8,0,0,3,0.6725061
0.08218974998542278,2000,00-554,2000-04-26,8,9,0,0,3,0.6725061
0.07115659681486881,2000,00-554,2000-04-30,9,10,0,0,3,0.6725061
0.1876304751275511,1996,96-814,1996-04-21,1,2,0,0,3,0.624557257
0.10931947073250732,1996,96-814,1996-04-28,2,3,0,0,3,0.624557257
0.10668755865524784,1996,96-814,1996-05-05,3,4,0,0,3,0.624557257
0.10668755865524784,1996,96-814,1996-05-12,4,5,0,0,3,0.624557257
0.10668755865524784,1996,96-814,1996-05-19,5,6,0,0,3,0.624557257
0.12353258856778428,1996,96-814,1996-05-26,6,7,0,0,3,0.624557257
0.10801200853862976,1996,96-814,1996-06-02,7,8,0,0,3,0.624557257
0.036338989686588906,1996,96-814,1996-06-09,8,9,0,0,3,0.624557257
0.036338989686588906,1996,96-814,1996-06-13,9,10,0,0,3,0.624557257
0.5879350476320053,1993,93-252,1993-04-06,1,2,0,0,4,0.235446319
0.4889036183863784,1993,93-252,1993-04-13,2,3,0,1,4,0.235446319
0.4176743379300293,1993,93-252,1993-04-20,3,4,1,0,4,0.235446319
0.4176743379300293,1993,93-252,1993-04-21,4,5,1,1,4,0.235446319
0.4889036183863784,1993,93-124,1993-04-15,1,2,0,0,3,0.358344108
0.4176743379300293,1993,93-124,1993-04-22,2,3,0,0,3,0.358344108
0.37975806936588935,1993,93-124,1993-04-29,3,4,0,1,3,0.358344108
0.3798738250145774,1993,93-124,1993-05-06,4,5,1,0,3,0.358344108
0.3558341737645773,1993,93-124,1993-05-13,5,6,1,0,3,0.358344108
0.2605917292310496,1993,93-124,1993-05-20,6,7,1,0,3,0.358344108
0.07943186595845482,1993,93-124,1993-05-27,7,8,1,0,3,0.358344108
0.0925000918112245,1993,93-124,1993-06-03,8,9,1,0,3,0.358344108
0.07813604909985424,1993,93-124,1993-06-07,9,10,1,1,3,0.358344108
0.3456631601676385,2001,01-1260,2001-05-19,1,2,0,0,4,0.6632773
0.2984337084438776,2001,01-1260,2001-05-26,2,3,0,0,4,0.6632773
0.2972589614456998,2001,01-1260,2001-06-02,3,4,0,0,4,0.6632773
0.2972589614456998,2001,01-1260,2001-06-09,4,5,0,0,4,0.6632773
0.240804182375,2001,01-1260,2001-06-16,5,6,0,0,4,0.6632773
0.08063297232762395,2001,01-1260,2001-06-23,6,7,0,0,4,0.6632773
0.06178664503462097,2001,01-1260,2001-06-30,7,8,0,0,4,0.6632773
0.04702030176931485,2001,01-1260,2001-07-07,8,9,0,0,4,0.6632773
0.05641242721811222,2001,01-1260,2001-07-11,9,10,0,0,4,0.6632773
0.12186983055758026,1995,95-276,1995-05-20,1,2,0,0,3,0.2446675
0.085989008899417,1995,95-276,1995-05-27,2,3,0,1,3,0.2446675
0.07501996236516044,1995,95-276,1995-06-03,3,4,1,0,3,0.2446675
0.035301259690233296,1995,95-276,1995-06-05,4,5,1,1,3,0.2446675
0.22002450006149793,1998,98-208,1998-03-10,1,2,0,0,0,0.333333343
0.19431247517082734,1998,98-208,1998-03-17,2,3,0,0,0,0.333333343
0.2069189673865707,1998,98-208,1998-03-24,3,4,0,0,0,0.333333343
0.224441301278699,1998,98-208,1998-03-31,4,5,0,1,0,0.333333343
0.20913739081951532,1998,98-208,1998-04-07,5,6,1,0,0,0.333333343
0.1929655878712645,1998,98-208,1998-04-14,6,7,1,0,0,0.333333343
0.18865027946428564,1998,98-208,1998-04-21,7,8,1,0,0,0.333333343
0.18865027946428564,1998,98-208,1998-04-28,8,9,1,0,0,0.333333343
0.18835986381559758,1998,98-208,1998-05-02,9,10,1,1,0,0.333333343
0.33888052960686965,1996,96-305,1996-03-14,1,2,0,0,5,0.370720178
0.29577087231823984,1996,96-305,1996-03-21,2,3,0,0,5,0.370720178
0.2623729047489979,1996,96-305,1996-03-28,3,4,0,0,5,0.370720178
0.27585846214695703,1996,96-305,1996-04-04,4,5,0,0,5,0.370720178
0.2677802159151787,1996,96-305,1996-04-11,5,6,0,0,5,0.370720178
0.1876304751275511,1996,96-305,1996-04-18,6,7,0,0,5,0.370720178
0.10931947073250732,1996,96-305,1996-04-25,7,8,0,0,5,0.370720178
0.10668755865524784,1996,96-305,1996-05-02,8,9,0,0,5,0.370720178
0.10668755865524784,1996,96-305,1996-05-06,9,10,0,0,5,0.370720178
0.11476625037172009,1994,94-1086,1994-05-09,1,2,0,0,3,0.69461447
0.11503163307397957,1994,94-1086,1994-05-16,2,3,0,0,3,0.69461447
0.09742013803024778,1994,94-1086,1994-05-23,3,4,0,0,3,0.69461447
0.07980864298651599,1994,94-1086,1994-05-30,4,5,0,0,3,0.69461447
0.08923497099307577,1994,94-1086,1994-06-06,5,6,0,0,3,0.69461447
0.0746464549799562,1994,94-1086,1994-06-13,6,7,0,0,3,0.69461447
0.0814860874362244,1994,94-1086,1994-06-20,7,8,0,0,3,0.69461447
0.0805247878516763,1994,94-1086,1994-06-27,8,9,0,0,3,0.69461447
0.0805247878516763,1994,94-1086,1994-07-01,9,10,0,0,3,0.69461447
0.12188639583409265,2000,00-160,2000-03-10,1,2,0,0,5,0.6725061
0.12376583960231421,2000,00-160,2000-03-17,2,3,0,0,5,0.6725061
0.12424712490114803,2000,00-160,2000-03-24,3,4,0,0,5,0.6725061
0.11659615394633747,2000,00-160,2000-03-31,4,5,0,1,5,0.6725061
0.15644608047694972,2000,00-160,2000-04-05,5,6,1,1,5,0.6725061
0.44218791580579864,1997,97-641,1997-03-03,1,2,0,0,4,0.466569781
0.549240777372854,1997,97-641,1997-03-10,2,3,0,0,4,0.466569781
0.7468671004413664,1997,97-641,1997-03-17,3,4,0,0,4,0.466569781
0.46497960070740124,1997,97-641,1997-03-24,4,5,0,0,4,0.466569781
0.8399850654377218,1997,97-641,1997-03-31,5,6,0,0,4,0.466569781
0.8399850654377218,1997,97-641,1997-04-07,6,7,0,0,4,0.466569781
0.7914086058786839,1997,97-641,1997-04-14,7,8,0,0,4,0.466569781
0.7917169558381916,1997,97-641,1997-04-21,8,9,0,0,4,0.466569781
0.8121135172011653,1997,97-641,1997-04-25,9,10,0,0,4,0.466569781
0.0021678751603498546,1998,98-717,1998-06-10,1,2,0,0,6,0.736769736
0.0012060882069970847,1998,98-717,1998-06-17,2,3,0,1,6,0.736769736
0.0012060882069970847,1998,98-717,1998-06-24,3,4,1,0,6,0.736769736
6.994465488338186e-4,1998,98-717,1998-06-25,4,5,1,1,6,0.736769736
0.2623729047489979,1996,96-179,1996-03-30,1,2,0,0,3,0.559031904
0.27585846214695703,1996,96-179,1996-04-06,2,3,0,0,3,0.559031904
0.2677802159151787,1996,96-179,1996-04-13,3,4,0,0,3,0.559031904
0.1876304751275511,1996,96-179,1996-04-20,4,5,0,0,3,0.559031904
0.10931947073250732,1996,96-179,1996-04-27,5,6,0,0,3,0.559031904
0.10668755865524784,1996,96-179,1996-05-04,6,7,0,0,3,0.559031904
0.10668755865524784,1996,96-179,1996-05-11,7,8,0,0,3,0.559031904
0.10668755865524784,1996,96-179,1996-05-18,8,9,0,0,3,0.559031904
0.12353258856778428,1996,96-179,1996-05-22,9,10,0,0,3,0.559031904
0.12186983055758026,1995,95-097,1995-05-14,1,2,0,0,6,0.173776656
0.085989008899417,1995,95-097,1995-05-21,2,3,0,1,6,0.173776656
0.07501996236516044,1995,95-097,1995-05-28,3,4,1,0,6,0.173776656
0.035301259690233296,1995,95-097,1995-06-04,4,5,1,0,6,0.173776656
2.231380794460643e-4,1995,95-097,1995-06-11,5,6,1,0,6,0.173776656
2.231380794460643e-4,1995,95-097,1995-06-18,6,7,1,0,6,0.173776656
2.231380794460643e-4,1995,95-097,1995-06-25,7,8,1,0,6,0.173776656
0,1995,95-097,1995-07-02,8,9,1,0,6,0.173776656
0,1995,95-097,1995-07-06,9,10,1,1,6,0.173776656
0.07074861920553926,1991,91-362,1991-04-29,1,2,0,0,0,0.436329573
0.07169195634110778,1991,91-362,1991-05-06,2,3,0,0,0,0.436329573
0.07169195634110778,1991,91-362,1991-05-13,3,4,0,0,0,0.436329573
0.07169195634110778,1991,91-362,1991-05-20,4,5,0,0,0,0.436329573
0.07169195634110778,1991,91-362,1991-05-27,5,6,0,0,0,0.436329573
0.018752770539358598,1991,91-362,1991-06-03,6,7,0,0,0,0.436329573
0.061018645168367344,1991,91-362,1991-06-10,7,8,0,0,0,0.436329573
0.043306933980320705,1991,91-362,1991-06-17,8,9,0,0,0,0.436329573
0.043306933980320705,1991,91-362,1991-06-21,9,10,0,0,0,0.436329573
0.15623857237609348,1994,94-463,1994-04-21,1,2,0,0,4,0.443084449
0.15950691997449,1994,94-463,1994-04-28,2,3,0,0,4,0.443084449
0.09912141177842577,1994,94-463,1994-05-05,3,4,0,0,4,0.443084449
0.11476625037172009,1994,94-463,1994-05-12,4,5,0,0,4,0.443084449
0.11503163307397957,1994,94-463,1994-05-19,5,6,0,0,4,0.443084449
0.09742013803024778,1994,94-463,1994-05-26,6,7,0,0,4,0.443084449
0.07980864298651599,1994,94-463,1994-06-02,7,8,0,0,4,0.443084449
0.08923497099307577,1994,94-463,1994-06-09,8,9,0,0,4,0.443084449
0.0746464549799562,1994,94-463,1994-06-13,9,10,0,0,4,0.443084449
0.2069189673865707,1998,98-323,1998-03-23,1,2,0,0,6,0.443986267
0.224441301278699,1998,98-323,1998-03-30,2,3,0,1,6,0.443986267
0.20913739081951532,1998,98-323,1998-04-06,3,4,1,0,6,0.443986267
0.1929655878712645,1998,98-323,1998-04-13,4,5,1,0,6,0.443986267
0.18865027946428564,1998,98-323,1998-04-20,5,6,1,0,6,0.443986267
0.18865027946428564,1998,98-323,1998-04-27,6,7,1,0,6,0.443986267
0.18835986381559758,1998,98-323,1998-05-04,7,8,1,0,6,0.443986267
0.17473478811953344,1998,98-323,1998-05-11,8,9,1,0,6,0.443986267
0.15398128170553932,1998,98-323,1998-05-15,9,10,1,1,6,0.443986267
0.7468671004413664,1997,97-728,1997-03-15,1,2,0,0,4,0.659883738
0.46497960070740124,1997,97-728,1997-03-22,2,3,0,0,4,0.659883738
0.8399850654377218,1997,97-728,1997-03-29,3,4,0,0,4,0.659883738
0.8399850654377218,1997,97-728,1997-04-05,4,5,0,0,4,0.659883738
0.7914086058786839,1997,97-728,1997-04-12,5,6,0,0,4,0.659883738
0.7917169558381916,1997,97-728,1997-04-19,6,7,0,0,4,0.659883738
0.8121135172011653,1997,97-728,1997-04-26,7,8,0,0,4,0.659883738
0.696759415229591,1997,97-728,1997-05-03,8,9,0,0,4,0.659883738
0.507455082419825,1997,97-728,1997-05-07,9,10,0,0,4,0.659883738
0.11476625037172009,1994,94-745,1994-05-07,1,2,0,0,9,0.539167702
0.11503163307397957,1994,94-745,1994-05-14,2,3,0,0,9,0.539167702
0.09742013803024778,1994,94-745,1994-05-21,3,4,0,0,9,0.539167702
0.07980864298651599,1994,94-745,1994-05-28,4,5,0,0,9,0.539167702
0.08923497099307577,1994,94-745,1994-06-04,5,6,0,0,9,0.539167702
0.0746464549799562,1994,94-745,1994-06-11,6,7,0,0,9,0.539167702
0.0814860874362244,1994,94-745,1994-06-18,7,8,0,0,9,0.539167702
0.0805247878516763,1994,94-745,1994-06-25,8,9,0,0,9,0.539167702
