Rain,Rain_2,WORKYEAR,NIDO,DATE,Time0,Time,Event,BroodReduction,HatchAsync,PROPORTIONALRANK
0.09690469342857143,0.009390519608485415,1990,90-106,1990-04-14,4,5,0,0,4,0.177136973
0.1056937887857143,0.011171176987879184,1990,90-106,1990-04-21,5,6,0,1,4,0.177136973
0.1056937887857143,0.011171176987879184,1990,90-106,1990-04-28,6,7,1,0,4,0.177136973
0.06856865164285715,0.004701659988119496,1990,90-106,1990-05-05,7,8,1,0,4,0.177136973
0.008789095357142857,7.724819719695012e-5,1990,90-106,1990-05-12,8,9,1,0,4,0.177136973
0.008789095357142857,7.724819719695012e-5,1990,90-106,1990-05-16,9,10,1,1,4,0.177136973
0.024790109523809525,6.145495302024717e-4,1991,91-009,1991-04-04,1,2,0,0,2,0.232833952
0.024790109523809525,6.145495302024717e-4,1991,91-009,1991-04-11,2,3,0,0,2,0.232833952
0.024790109523809525,6.145495302024717e-4,1991,91-009,1991-04-18,3,4,0,0,2,0.232833952
0.024790109523809525,6.145495302024717e-4,1991,91-009,1991-04-25,4,5,0,0,2,0.232833952
0.024790109523809525,6.145495302024717e-4,1991,91-009,1991-05-02,5,6,0,0,2,0.232833952
0.024790109523809525,6.145495302024717e-4,1991,91-009,1991-05-09,6,7,0,0,2,0.232833952
0.024790109523809525,6.145495302024717e-4,1991,91-009,1991-05-16,7,8,0,0,2,0.232833952
0,0,1991,91-009,1991-05-23,8,9,0,0,2,0.232833952
0,0,1991,91-009,1991-05-27,9,10,0,0,2,0.232833952
0.10832253571428571,0.011733771743572704,1995,95-082,1995-05-17,1,2,0,0,3,0.202007532
0.10832253571428571,0.011733771743572704,1995,95-082,1995-05-24,2,3,0,0,3,0.202007532
0.10832253571428571,0.011733771743572704,1995,95-082,1995-05-31,3,4,0,0,3,0.202007532
0.10832253571428571,0.011733771743572704,1995,95-082,1995-06-07,4,5,0,0,3,0.202007532
0.10832253571428571,0.011733771743572704,1995,95-082,1995-06-14,5,6,0,0,3,0.202007532
0.08789356285714285,0.007725278391722521,1995,95-082,1995-06-21,6,7,0,0,3,0.202007532
0.06399693257142858,0.004095607378551976,1995,95-082,1995-06-28,7,8,0,0,3,0.202007532
0.008924012571428571,7.963800037501519e-5,1995,95-082,1995-07-05,8,9,0,0,3,0.202007532
0.008924012571428571,7.963800037501519e-5,1995,95-082,1995-07-09,9,10,0,0,3,0.202007532
0.09690469342857143,0.009390519608485415,1990,90-256,1990-04-07,1,2,0,1,4,0.309989691
0.09690469342857143,0.009390519608485415,1990,90-256,1990-04-13,2,3,1,1,4,0.309989691
0,0,1994,94-1433,1994-06-01,1,2,0,0,4,0.872705042
0,0,1994,94-1433,1994-06-08,2,3,0,1,4,0.872705042
0,0,1994,94-1433,1994-06-09,3,4,1,1,4,0.872705042
0.024790109523809525,6.145495302024717e-4,1991,91-459,1991-04-16,1,2,0,0,6,0.348938823
0.024790109523809525,6.145495302024717e-4,1991,91-459,1991-04-23,2,3,0,0,6,0.348938823
0.024790109523809525,6.145495302024717e-4,1991,91-459,1991-04-30,3,4,0,0,6,0.348938823
0.024790109523809525,6.145495302024717e-4,1991,91-459,1991-05-07,4,5,0,0,6,0.348938823
0.024790109523809525,6.145495302024717e-4,1991,91-459,1991-05-14,5,6,0,0,6,0.348938823
0,0,1991,91-459,1991-05-21,6,7,0,0,6,0.348938823
0,0,1991,91-459,1991-05-28,7,8,0,0,6,0.348938823
0,0,1991,91-459,1991-06-04,8,9,0,0,6,0.348938823
0,0,1991,91-459,1991-06-08,9,10,0,0,6,0.348938823
0.024790109523809525,6.145495302024717e-4,1991,91-102,1991-04-06,1,2,0,0,4,0.232833952
0.024790109523809525,6.145495302024717e-4,1991,91-102,1991-04-13,2,3,0,0,4,0.232833952
0.024790109523809525,6.145495302024717e-4,1991,91-102,1991-04-20,3,4,0,0,4,0.232833952
0.024790109523809525,6.145495302024717e-4,1991,91-102,1991-04-27,4,5,0,0,4,0.232833952
0.024790109523809525,6.145495302024717e-4,1991,91-102,1991-05-04,5,6,0,0,4,0.232833952
0.024790109523809525,6.145495302024717e-4,1991,91-102,1991-05-11,6,7,0,0,4,0.232833952
0.024790109523809525,6.145495302024717e-4,1991,91-102,1991-05-18,7,8,0,0,4,0.232833952
0,0,1991,91-102,1991-05-25,8,9,0,0,4,0.232833952
0,0,1991,91-102,1991-05-29,9,10,0,0,4,0.232833952
0.024790109523809525,6.145495302024717e-4,1991,91-373,1991-04-14,1,2,0,0,6,0.325218469
0.024790109523809525,6.145495302024717e-4,1991,91-373,1991-04-21,2,3,0,1,6,0.325218469
0.024790109523809525,6.145495302024717e-4,1991,91-373,1991-04-28,3,4,1,0,6,0.325218469
0.024790109523809525,6.145495302024717e-4,1991,91-373,1991-05-05,4,5,1,0,6,0.325218469
0.024790109523809525,6.145495302024717e-4,1991,91-373,1991-05-12,5,6,1,0,6,0.325218469
0.024790109523809525,6.145495302024717e-4,1991,91-373,1991-05-19,6,7,1,0,6,0.325218469
0,0,1991,91-373,1991-05-26,7,8,1,0,6,0.325218469
0,0,1991,91-373,1991-06-02,8,9,1,0,6,0.325218469
0,0,1991,91-373,1991-06-06,9,10,1,1,6,0.325218469
0.009300084285714286,8.649156772138979e-5,1991,91-083,1991-03-29,1,2,0,0,3,0.10674157
0.024790109523809525,6.145495302024717e-4,1991,91-083,1991-04-05,2,3,0,0,3,0.10674157
0.024790109523809525,6.145495302024717e-4,1991,91-083,1991-04-12,3,4,0,0,3,0.10674157
0.024790109523809525,6.145495302024717e-4,1991,91-083,1991-04-19,4,5,0,0,3,0.10674157
0.024790109523809525,6.145495302024717e-4,1991,91-083,1991-04-26,5,6,0,0,3,0.10674157
0.024790109523809525,6.145495302024717e-4,1991,91-083,1991-05-03,6,7,0,0,3,0.10674157
0.024790109523809525,6.145495302024717e-4,1991,91-083,1991-05-10,7,8,0,0,3,0.10674157
0.024790109523809525,6.145495302024717e-4,1991,91-083,1991-05-17,8,9,0,0,3,0.10674157
0,0,1991,91-083,1991-05-21,9,10,0,0,3,0.10674157
0.09690469342857143,0.009390519608485415,1990,90-146,1990-03-31,1,2,0,0,3,0.268795043
0.09690469342857143,0.009390519608485415,1990,90-146,1990-04-07,2,3,0,0,3,0.268795043
0.09690469342857143,0.009390519608485415,1990,90-146,1990-04-14,3,4,0,0,3,0.268795043
0.1056937887857143,0.011171176987879184,1990,90-146,1990-04-21,4,5,0,0,3,0.268795043
0.1056937887857143,0.011171176987879184,1990,90-146,1990-04-28,5,6,0,0,3,0.268795043
0.06856865164285715,0.004701659988119496,1990,90-146,1990-05-05,6,7,0,0,3,0.268795043
0.008789095357142857,7.724819719695012e-5,1990,90-146,1990-05-12,7,8,0,0,3,0.268795043
0.008789095357142857,7.724819719695012e-5,1990,90-146,1990-05-19,8,9,0,0,3,0.268795043
0.008789095357142857,7.724819719695012e-5,1990,90-146,1990-05-23,9,10,0,0,3,0.268795043
0.23919401914285712,0.0572137787937135,1990,90-035,1990-03-25,1,2,0,0,3,0.216271877
0.09690469342857143,0.009390519608485415,1990,90-035,1990-04-01,2,3,0,0,3,0.216271877
0.09690469342857143,0.009390519608485415,1990,90-035,1990-04-08,3,4,0,0,3,0.216271877
0.09690469342857143,0.009390519608485415,1990,90-035,1990-04-15,4,5,0,1,3,0.216271877
0.1056937887857143,0.011171176987879184,1990,90-035,1990-04-22,5,6,1,0,3,0.216271877
0.1056937887857143,0.011171176987879184,1990,90-035,1990-04-29,6,7,1,0,3,0.216271877
0.06856865164285715,0.004701659988119496,1990,90-035,1990-05-06,7,8,1,0,3,0.216271877
0.008789095357142857,7.724819719695012e-5,1990,90-035,1990-05-13,8,9,1,0,3,0.216271877
0.008789095357142857,7.724819719695012e-5,1990,90-035,1990-05-17,9,10,1,1,3,0.216271877
0.08901336428571428,0.007923379021461275,1993,93-491,1993-04-30,1,2,0,0,4,0.447606713
0.08901336428571428,0.007923379021461275,1993,93-491,1993-05-07,2,3,0,0,4,0.447606713
0.08901336428571428,0.007923379021461275,1993,93-491,1993-05-14,3,4,0,0,4,0.447606713
0,0,1993,93-491,1993-05-21,4,5,0,0,4,0.447606713
0,0,1993,93-491,1993-05-28,5,6,0,0,4,0.447606713
0,0,1993,93-491,1993-06-04,6,7,0,0,4,0.447606713
0.0171759375,2.950128290039062e-4,1993,93-491,1993-06-11,7,8,0,0,4,0.447606713
0.02290125,5.244672515625e-4,1993,93-491,1993-06-18,8,9,0,0,4,0.447606713
0.02290125,5.244672515625e-4,1993,93-491,1993-06-22,9,10,0,0,4,0.447606713
0.024790109523809525,6.145495302024717e-4,1991,91-339,1991-04-06,1,2,0,0,8,0.165418223
0.024790109523809525,6.145495302024717e-4,1991,91-339,1991-04-13,2,3,0,0,8,0.165418223
0.024790109523809525,6.145495302024717e-4,1991,91-339,1991-04-20,3,4,0,0,8,0.165418223
0.024790109523809525,6.145495302024717e-4,1991,91-339,1991-04-27,4,5,0,0,8,0.165418223
0.024790109523809525,6.145495302024717e-4,1991,91-339,1991-05-04,5,6,0,0,8,0.165418223
0.024790109523809525,6.145495302024717e-4,1991,91-339,1991-05-11,6,7,0,0,8,0.165418223
0.024790109523809525,6.145495302024717e-4,1991,91-339,1991-05-18,7,8,0,0,8,0.165418223
0,0,1991,91-339,1991-05-25,8,9,0,0,8,0.165418223
0,0,1991,91-339,1991-05-29,9,10,0,0,8,0.165418223
0.08901336428571428,0.007923379021461275,1993,93-543,1993-05-03,1,2,0,0,3,0.534928858
0.08901336428571428,0.007923379021461275,1993,93-543,1993-05-10,2,3,0,0,3,0.534928858
0.08901336428571428,0.007923379021461275,1993,93-543,1993-05-17,3,4,0,1,3,0.534928858
0.08901336428571428,0.007923379021461275,1993,93-543,1993-05-19,4,5,1,1,3,0.534928858
0.024790109523809525,6.145495302024717e-4,1991,91-461,1991-05-16,1,2,0,0,6,0.552434444
0,0,1991,91-461,1991-05-23,2,3,0,1,6,0.552434444
0,0,1991,91-461,1991-05-30,3,4,1,0,6,0.552434444
0,0,1991,91-461,1991-05-31,4,5,1,1,6,0.552434444
0.024790109523809525,6.145495302024717e-4,1991,91-046,1991-04-12,1,2,0,0,2,0.348938823
0.024790109523809525,6.145495302024717e-4,1991,91-046,1991-04-19,2,3,0,0,2,0.348938823
0.024790109523809525,6.145495302024717e-4,1991,91-046,1991-04-26,3,4,0,0,2,0.348938823
0.024790109523809525,6.145495302024717e-4,1991,91-046,1991-05-03,4,5,0,0,2,0.348938823
0.024790109523809525,6.145495302024717e-4,1991,91-046,1991-05-10,5,6,0,0,2,0.348938823
0.024790109523809525,6.145495302024717e-4,1991,91-046,1991-05-17,6,7,0,0,2,0.348938823
0,0,1991,91-046,1991-05-24,7,8,0,0,2,0.348938823
0,0,1991,91-046,1991-05-31,8,9,0,0,2,0.348938823
0,0,1991,91-046,1991-06-04,9,10,0,0,2,0.348938823
0.017114974523809525,2.929223529506491e-4,1998,98-272,1998-03-20,1,2,0,0,4,0.424742281
0.02844980938095238,0.00080939165381252605,1998,98-272,1998-03-27,2,3,0,0,4,0.424742281
0.03623539402380953,0.0013130037800607312,1998,98-272,1998-04-03,3,4,0,1,4,0.424742281
0.04735645223809524,0.0022426335685789955,1998,98-272,1998-04-10,4,5,1,0,4,0.424742281
0.03395721414285714,0.0011530923923438571,1998,98-272,1998-04-17,5,6,1,0,4,0.424742281
0.03395721414285714,0.0011530923923438571,1998,98-272,1998-04-24,6,7,1,0,4,0.424742281
0.030241477714285713,9.145469743436394e-4,1998,98-272,1998-05-01,7,8,1,0,4,0.424742281
0.041310039714285714,0.001706519381195863,1998,98-272,1998-05-08,8,9,1,0,4,0.424742281
0.041310039714285714,0.001706519381195863,1998,98-272,1998-05-12,9,10,1,1,4,0.424742281
0.10832253571428571,0.011733771743572704,1995,95-145,1995-05-17,1,2,0,0,3,0.202007532
0.10832253571428571,0.011733771743572704,1995,95-145,1995-05-24,2,3,0,0,3,0.202007532
0.10832253571428571,0.011733771743572704,1995,95-145,1995-05-31,3,4,0,0,3,0.202007532
0.10832253571428571,0.011733771743572704,1995,95-145,1995-06-07,4,5,0,0,3,0.202007532
0.10832253571428571,0.011733771743572704,1995,95-145,1995-06-14,5,6,0,0,3,0.202007532
0.08789356285714285,0.007725278391722521,1995,95-145,1995-06-21,6,7,0,0,3,0.202007532
0.06399693257142858,0.004095607378551976,1995,95-145,1995-06-28,7,8,0,0,3,0.202007532
0.008924012571428571,7.963800037501519e-5,1995,95-145,1995-07-05,8,9,0,0,3,0.202007532
0.008924012571428571,7.963800037501519e-5,1995,95-145,1995-07-09,9,10,0,0,3,0.202007532
0,0,1994,94-1047,1994-05-12,1,2,0,0,3,0.589351296
0,0,1994,94-1047,1994-05-19,2,3,0,0,3,0.589351296
0,0,1994,94-1047,1994-05-26,3,4,0,0,3,0.589351296
0,0,1994,94-1047,1994-06-02,4,5,0,0,3,0.589351296
0,0,1994,94-1047,1994-06-09,5,6,0,0,3,0.589351296
0.011420133571428572,1.304194507892699e-4,1994,94-1047,1994-06-16,6,7,0,0,3,0.589351296
0.019033555952380952,3.622762521924164e-4,1994,94-1047,1994-06-23,7,8,0,0,3,0.589351296
0.056100891666666666,0.0031473100457950695,1994,94-1047,1994-06-30,8,9,0,0,3,0.589351296
0.056100891666666666,0.0031473100457950695,1994,94-1047,1994-07-04,9,10,0,0,3,0.589351296
0.08901336428571428,0.007923379021461275,1993,93-156,1993-04-18,1,2,0,0,3,0.392626137
0.08901336428571428,0.007923379021461275,1993,93-156,1993-04-25,2,3,0,0,3,0.392626137
0.08901336428571428,0.007923379021461275,1993,93-156,1993-05-02,3,4,0,0,3,0.392626137
0.08901336428571428,0.007923379021461275,1993,93-156,1993-05-09,4,5,0,0,3,0.392626137
0.08901336428571428,0.007923379021461275,1993,93-156,1993-05-16,5,6,0,0,3,0.392626137
0,0,1993,93-156,1993-05-23,6,7,0,0,3,0.392626137
0,0,1993,93-156,1993-05-30,7,8,0,0,3,0.392626137
0,0,1993,93-156,1993-06-06,8,9,0,0,3,0.392626137
0,0,1993,93-156,1993-06-10,9,10,0,0,3,0.392626137
0,0,1994,94-933,1994-03-31,1,2,0,0,7,0.282741725
0,0,1994,94-933,1994-04-07,2,3,0,0,7,0.282741725
0,0,1994,94-933,1994-04-14,3,4,0,0,7,0.282741725
0,0,1994,94-933,1994-04-21,4,5,0,0,7,0.282741725
0,0,1994,94-933,1994-04-28,5,6,0,0,7,0.282741725
0,0,1994,94-933,1994-05-05,6,7,0,0,7,0.282741725
0,0,1994,94-933,1994-05-12,7,8,0,0,7,0.282741725
0,0,1994,94-933,1994-05-19,8,9,0,0,7,0.282741725
0,0,1994,94-933,1994-05-23,9,10,0,0,7,0.282741725
0.06468116785714285,0.00418365347536389,1995,95-265,1995-04-14,1,2,0,0,3,0.037013803
0,0,1995,95-265,1995-04-21,2,3,0,0,3,0.037013803
0,0,1995,95-265,1995-04-28,3,4,0,0,3,0.037013803
0.020428972857142857,4.1734293199787955e-4,1995,95-265,1995-05-05,4,5,0,0,3,0.037013803
0.053249615714285714,0.002835521573719104,1995,95-265,1995-05-12,5,6,0,0,3,0.037013803
0.10832253571428571,0.011733771743572704,1995,95-265,1995-05-19,6,7,0,0,3,0.037013803
0.10832253571428571,0.011733771743572704,1995,95-265,1995-05-26,7,8,0,0,3,0.037013803
0.10832253571428571,0.011733771743572704,1995,95-265,1995-06-02,8,9,0,0,3,0.037013803
0.10832253571428571,0.011733771743572704,1995,95-265,1995-06-06,9,10,0,0,3,0.037013803
0.11681263095238095,0.013645190750017149,1993,93-145,1993-04-09,1,2,0,0,6,0.248382926
0.08901336428571428,0.007923379021461275,1993,93-145,1993-04-16,2,3,0,0,6,0.248382926
0.08901336428571428,0.007923379021461275,1993,93-145,1993-04-23,3,4,0,1,6,0.248382926
0.08901336428571428,0.007923379021461275,1993,93-145,1993-04-30,4,5,1,0,6,0.248382926
0.08901336428571428,0.007923379021461275,1993,93-145,1993-05-07,5,6,1,0,6,0.248382926
0.08901336428571428,0.007923379021461275,1993,93-145,1993-05-14,6,7,1,0,6,0.248382926
0,0,1993,93-145,1993-05-21,7,8,1,0,6,0.248382926
0,0,1993,93-145,1993-05-28,8,9,1,0,6,0.248382926
0,0,1993,93-145,1993-06-01,9,10,1,1,6,0.248382926
1.295303674047619,1.6778116080012602,2000,00-554,2000-03-08,1,2,0,0,3,0.6725061
0.011693138333333334,1.3672948408246946e-4,2000,00-554,2000-03-15,2,3,0,0,3,0.6725061
0.011693138333333334,1.3672948408246946e-4,2000,00-554,2000-03-22,3,4,0,0,3,0.6725061
0.011693138333333334,1.3672948408246946e-4,2000,00-554,2000-03-29,4,5,0,0,3,0.6725061
0.011693138333333334,1.3672948408246946e-4,2000,00-554,2000-04-05,5,6,0,0,3,0.6725061
0.023264977619047618,5.412591836147866e-4,2000,00-554,2000-04-12,6,7,0,0,3,0.6725061
0.011571839285714286,1.339074644544005e-4,2000,00-554,2000-04-19,7,8,0,0,3,0.6725061
0.011571839285714286,1.339074644544005e-4,2000,00-554,2000-04-26,8,9,0,0,3,0.6725061
0.011571839285714286,1.339074644544005e-4,2000,00-554,2000-04-30,9,10,0,0,3,0.6725061
0,0,1996,96-814,1996-04-21,1,2,0,0,3,0.624557257
0,0,1996,96-814,1996-04-28,2,3,0,0,3,0.624557257
0,0,1996,96-814,1996-05-05,3,4,0,0,3,0.624557257
0,0,1996,96-814,1996-05-12,4,5,0,0,3,0.624557257
0,0,1996,96-814,1996-05-19,5,6,0,0,3,0.624557257
0,0,1996,96-814,1996-05-26,6,7,0,0,3,0.624557257
0,0,1996,96-814,1996-06-02,7,8,0,0,3,0.624557257
0,0,1996,96-814,1996-06-09,8,9,0,0,3,0.624557257
0.007565374285714286,5.7234888082946945e-5,1996,96-814,1996-06-13,9,10,0,0,3,0.624557257
0.11681263095238095,0.013645190750017149,1993,93-252,1993-04-06,1,2,0,0,4,0.235446319
0.11681263095238095,0.013645190750017149,1993,93-252,1993-04-13,2,3,0,1,4,0.235446319
0.08901336428571428,0.007923379021461275,1993,93-252,1993-04-20,3,4,1,0,4,0.235446319
0.08901336428571428,0.007923379021461275,1993,93-252,1993-04-21,4,5,1,1,4,0.235446319
0.11681263095238095,0.013645190750017149,1993,93-124,1993-04-15,1,2,0,0,3,0.358344108
0.08901336428571428,0.007923379021461275,1993,93-124,1993-04-22,2,3,0,0,3,0.358344108
0.08901336428571428,0.007923379021461275,1993,93-124,1993-04-29,3,4,0,1,3,0.358344108
0.08901336428571428,0.007923379021461275,1993,93-124,1993-05-06,4,5,1,0,3,0.358344108
0.08901336428571428,0.007923379021461275,1993,93-124,1993-05-13,5,6,1,0,3,0.358344108
0.08901336428571428,0.007923379021461275,1993,93-124,1993-05-20,6,7,1,0,3,0.358344108
0,0,1993,93-124,1993-05-27,7,8,1,0,3,0.358344108
0,0,1993,93-124,1993-06-03,8,9,1,0,3,0.358344108
0,0,1993,93-124,1993-06-07,9,10,1,1,3,0.358344108
0,0,2001,01-1260,2001-05-19,1,2,0,0,4,0.6632773
0,0,2001,01-1260,2001-05-26,2,3,0,0,4,0.6632773
0,0,2001,01-1260,2001-06-02,3,4,0,0,4,0.6632773
0,0,2001,01-1260,2001-06-09,4,5,0,0,4,0.6632773
0,0,2001,01-1260,2001-06-16,5,6,0,0,4,0.6632773
0,0,2001,01-1260,2001-06-23,6,7,0,0,4,0.6632773
0,0,2001,01-1260,2001-06-30,7,8,0,0,4,0.6632773
0,0,2001,01-1260,2001-07-07,8,9,0,0,4,0.6632773
0,0,2001,01-1260,2001-07-11,9,10,0,0,4,0.6632773
0.10832253571428571,0.011733771743572704,1995,95-276,1995-05-20,1,2,0,0,3,0.2446675
0.10832253571428571,0.011733771743572704,1995,95-276,1995-05-27,2,3,0,1,3,0.2446675
0.10832253571428571,0.011733771743572704,1995,95-276,1995-06-03,3,4,1,0,3,0.2446675
0.10832253571428571,0.011733771743572704,1995,95-276,1995-06-05,4,5,1,1,3,0.2446675
0.013399238095238098,1.795395815328799e-4,1998,98-208,1998-03-10,1,2,0,0,0,0.333333343
0.017114974523809525,2.929223529506491e-4,1998,98-208,1998-03-17,2,3,0,0,0,0.333333343
0.017114974523809525,2.929223529506491e-4,1998,98-208,1998-03-24,3,4,0,0,0,0.333333343
0.02844980938095238,0.00080939165381252605,1998,98-208,1998-03-31,4,5,0,1,0,0.333333343
0.03623539402380953,0.0013130037800607312,1998,98-208,1998-04-07,5,6,1,0,0,0.333333343
0.04735645223809524,0.0022426335685789955,1998,98-208,1998-04-14,6,7,1,0,0,0.333333343
0.03395721414285714,0.0011530923923438571,1998,98-208,1998-04-21,7,8,1,0,0,0.333333343
0.03395721414285714,0.0011530923923438571,1998,98-208,1998-04-28,8,9,1,0,0,0.333333343
0.030241477714285713,9.145469743436394e-4,1998,98-208,1998-05-02,9,10,1,1,0,0.333333343
0,0,1996,96-305,1996-03-14,1,2,0,0,5,0.370720178
0,0,1996,96-305,1996-03-21,2,3,0,0,5,0.370720178
0,0,1996,96-305,1996-03-28,3,4,0,0,5,0.370720178
0,0,1996,96-305,1996-04-04,4,5,0,0,5,0.370720178
0,0,1996,96-305,1996-04-11,5,6,0,0,5,0.370720178
0,0,1996,96-305,1996-04-18,6,7,0,0,5,0.370720178
0,0,1996,96-305,1996-04-25,7,8,0,0,5,0.370720178
0,0,1996,96-305,1996-05-02,8,9,0,0,5,0.370720178
0,0,1996,96-305,1996-05-06,9,10,0,0,5,0.370720178
0,0,1994,94-1086,1994-05-09,1,2,0,0,3,0.69461447
0,0,1994,94-1086,1994-05-16,2,3,0,0,3,0.69461447
0,0,1994,94-1086,1994-05-23,3,4,0,0,3,0.69461447
0,0,1994,94-1086,1994-05-30,4,5,0,0,3,0.69461447
0,0,1994,94-1086,1994-06-06,5,6,0,0,3,0.69461447
0.011420133571428572,1.304194507892699e-4,1994,94-1086,1994-06-13,6,7,0,0,3,0.69461447
0.019033555952380952,3.622762521924164e-4,1994,94-1086,1994-06-20,7,8,0,0,3,0.69461447
0.056100891666666666,0.0031473100457950695,1994,94-1086,1994-06-27,8,9,0,0,3,0.69461447
0.056100891666666666,0.0031473100457950695,1994,94-1086,1994-07-01,9,10,0,0,3,0.69461447
1.295303674047619,1.6778116080012602,2000,00-160,2000-03-10,1,2,0,0,5,0.6725061
0.011693138333333334,1.3672948408246946e-4,2000,00-160,2000-03-17,2,3,0,0,5,0.6725061
0.011693138333333334,1.3672948408246946e-4,2000,00-160,2000-03-24,3,4,0,0,5,0.6725061
0.011693138333333334,1.3672948408246946e-4,2000,00-160,2000-03-31,4,5,0,1,5,0.6725061
0.011693138333333334,1.3672948408246946e-4,2000,00-160,2000-04-05,5,6,1,1,5,0.6725061
0.2042088142857143,0.041701239831977356,1997,97-641,1997-03-03,1,2,0,0,4,0.466569781
0,0,1997,97-641,1997-03-10,2,3,0,0,4,0.466569781
0.044032377619047616,0.0019388502787864054,1997,97-641,1997-03-17,3,4,0,0,4,0.466569781
0.044032377619047616,0.0019388502787864054,1997,97-641,1997-03-24,4,5,0,0,4,0.466569781
0.044032377619047616,0.0019388502787864054,1997,97-641,1997-03-31,5,6,0,0,4,0.466569781
0.044032377619047616,0.0019388502787864054,1997,97-641,1997-04-07,6,7,0,0,4,0.466569781
0.044032377619047616,0.0019388502787864054,1997,97-641,1997-04-14,7,8,0,0,4,0.466569781
0.044032377619047616,0.0019388502787864054,1997,97-641,1997-04-21,8,9,0,0,4,0.466569781
0.044032377619047616,0.0019388502787864054,1997,97-641,1997-04-25,9,10,0,0,4,0.466569781
0.21819245199999998,0.047607946109772294,1998,98-717,1998-06-10,1,2,0,0,6,0.736769736
0.21819245199999998,0.047607946109772294,1998,98-717,1998-06-17,2,3,0,1,6,0.736769736
0.23371088057142855,0.05462077569747254,1998,98-717,1998-06-24,3,4,1,0,6,0.736769736
0.22833631999999998,0.05213747503114239,1998,98-717,1998-06-25,4,5,1,1,6,0.736769736
0,0,1996,96-179,1996-03-30,1,2,0,0,3,0.559031904
0,0,1996,96-179,1996-04-06,2,3,0,0,3,0.559031904
0,0,1996,96-179,1996-04-13,3,4,0,0,3,0.559031904
0,0,1996,96-179,1996-04-20,4,5,0,0,3,0.559031904
0,0,1996,96-179,1996-04-27,5,6,0,0,3,0.559031904
0,0,1996,96-179,1996-05-04,6,7,0,0,3,0.559031904
0,0,1996,96-179,1996-05-11,7,8,0,0,3,0.559031904
0,0,1996,96-179,1996-05-18,8,9,0,0,3,0.559031904
0,0,1996,96-179,1996-05-22,9,10,0,0,3,0.559031904
0.10832253571428571,0.011733771743572704,1995,95-097,1995-05-14,1,2,0,0,6,0.173776656
0.10832253571428571,0.011733771743572704,1995,95-097,1995-05-21,2,3,0,1,6,0.173776656
0.10832253571428571,0.011733771743572704,1995,95-097,1995-05-28,3,4,1,0,6,0.173776656
0.10832253571428571,0.011733771743572704,1995,95-097,1995-06-04,4,5,1,0,6,0.173776656
0.10832253571428571,0.011733771743572704,1995,95-097,1995-06-11,5,6,1,0,6,0.173776656
0.08789356285714285,0.007725278391722521,1995,95-097,1995-06-18,6,7,1,0,6,0.173776656
0.06399693257142858,0.004095607378551976,1995,95-097,1995-06-25,7,8,1,0,6,0.173776656
0.008924012571428571,7.963800037501519e-5,1995,95-097,1995-07-02,8,9,1,0,6,0.173776656
0.008924012571428571,7.963800037501519e-5,1995,95-097,1995-07-06,9,10,1,1,6,0.173776656
